Time,Speed,TargetSpeed,VirtualTargetSpeed,StepIndex,Torque,Slope,State
26.3,14.9225,15,16.1631,11,55.8637,5,0
26.35,14.9234,15,16.1631,11,55.824,5,0
26.4,14.9242,15,16.1631,11,55.7864,5,0
26.45,14.9249,15,16.1631,11,55.7507,5,0
26.5,14.9256,15,16.1631,11,55.7168,5,0
26.55,14.9263,15,16.1631,11,55.6847,5,0
26.6,14.9269,15,16.1631,11,55.6543,5,0
26.65,14.9275,15,16.1631,11,55.6254,5,0
26.7,14.9281,15,16.1631,11,55.598,5,0
26.75,14.9287,15,16.1631,11,55.572,5,0
26.8,14.9292,15,16.1631,11,55.5473,5,0
26.85,14.9297,15,16.1631,11,55.5239,5,0
26.9,14.9302,15,16.1631,11,55.5017,5,0
26.95,14.9306,15,16.1631,11,55.4807,5,0
27,14.931,15,16.1631,11,55.4608,5,0
27.05,14.9314,15,16.1631,11,55.4418,5,0
27.1,14.9318,15,16.1631,11,55.4239,5,0
27.15,14.9322,15,16.1631,11,55.4068,5,0
27.2,14.9325,15,16.1631,11,55.3907,5,0
27.25,14.9328,15,16.1631,11,55.3754,5,0
27.3,14.9331,15,16.1631,11,55.3608,5,0
27.35,14.9334,15,16.1631,11,55.3471,5,0
27.4,14.9349,15,16.1864,12,56.3828,5,0
27.45,14.9362,15,16.1864,12,56.3179,5,0
27.5,14.9375,15,16.1864,12,56.2564,5,0
27.55,14.9387,15,16.1864,12,56.1981,5,0
27.6,14.9399,15,16.1864,12,56.1428,5,0
27.65,14.941,15,16.1864,12,56.0903,5,0
27.7,14.9421,15,16.1864,12,56.0405,5,0
27.75,14.9431,15,16.1864,12,55.9933,5,0
27.8,14.944,15,16.1864,12,55.9485,5,0
27.85,14.9449,15,16.1864,12,55.906,5,0
27.9,14.9457,15,16.1864,12,55.8657,5,0
27.95,14.9466,15,16.1864,12,55.8275,5,0
28,14.9473,15,16.1864,12,55.7913,5,0
28.05,14.948,15,16.1864,12,55.7569,5,0
28.1,14.9487,15,16.1864,12,55.7243,5,0
28.15,14.9494,15,16.1864,12,55.6934,5,0
28.2,14.95,15,16.1864,12,55.664,5,0
28.25,14.9506,15,16.1864,12,55.6362,5,0
28.3,14.9511,15,16.1864,12,55.6098,5,0
28.35,14.9517,15,16.1864,12,55.5848,5,0
28.4,14.9522,15,16.1864,12,55.561,5,0
28.45,14.9526,15,16.1864,12,55.5385,5,0
28.5,14.9531,15,16.1864,12,55.5171,5,0
28.55,14.9535,15,16.1864,12,55.4969,5,0
28.6,14.9539,15,16.1864,12,55.4776,5,0
28.65,14.9543,15,16.1864,12,55.4594,5,0
28.7,14.9547,15,16.1864,12,55.4421,5,0
28.75,14.955,15,16.1864,12,55.4257,5,0
28.8,14.9554,15,16.1864,12,55.4102,5,0
28.85,14.9557,15,16.1864,12,55.3954,5,0
28.9,14.956,15,16.1864,12,55.3814,5,0
28.95,14.9562,15,16.1864,12,55.3681,5,0
29,14.9565,15,16.1864,12,55.3555,5,0
29.05,14.9568,15,16.1864,12,55.3436,5,0
29.1,14.957,15,16.1864,12,55.3323,5,0
29.15,14.9572,15,16.1864,12,55.3215,5,0
29.2,14.9574,15,16.1864,12,55.3113,5,0
29.25,14.9576,15,16.1864,12,55.3017,5,0
29.3,14.9578,15,16.1864,12,55.2925,5,0
29.35,14.958,15,16.1864,12,55.2838,5,0
29.4,14.9589,15,16.2011,13,55.9368,5,0
29.45,14.9598,15,16.2011,13,55.8959,5,0
29.5,14.9606,15,16.2011,13,55.8571,5,0
29.55,14.9614,15,16.2011,13,55.8204,5,0
29.6,14.9621,15,16.2011,13,55.7855,5,0
29.65,14.9628,15,16.2011,13,55.7524,5,0
29.7,14.9635,15,16.2011,13,55.721,5,0
29.75,14.9641,15,16.2011,13,55.6912,5,0
29.8,14.9647,15,16.2011,13,55.663,5,0
29.85,14.9653,15,16.2011,13,55.6362,5,0
29.9,14.9658,15,16.2011,13,55.6108,5,0
29.95,14.9663,15,16.2011,13,55.5867,5,0
30,14.9668,15,16.2011,13,55.5638,5,0
